2026-04-10 22:28:23,064 | INFO | Starting Agent Marketplace API...
2026-04-10 22:32:37,635 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many total tracks?", "user": "accesskey_test"}
2026-04-10 22:32:39,670 | INFO | AGENT_PURCHASED | {"agent_id": "agent-002", "user": "accesskey_test"}
2026-04-10 22:32:41,693 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many rock tracks?", "user": "accesskey_test"}
2026-04-10 22:34:44,759 | INFO | USER_REGISTERED | {"username": "comprehensive_test"}
2026-04-10 22:34:48,855 | INFO | DEMO_USAGE | {"agent_id": "agent-001", "usage_count": 1, "max": 10}
2026-04-10 22:34:48,858 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "What are the top genres?", "user": "comprehensive_test"}
2026-04-10 22:34:50,886 | INFO | DEMO_USAGE | {"agent_id": "agent-001", "usage_count": 2, "max": 10}
2026-04-10 22:34:50,889 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "Who are the top artists?", "user": "comprehensive_test"}
2026-04-10 22:34:52,919 | INFO | DEMO_USAGE | {"agent_id": "agent-001", "usage_count": 3, "max": 10}
2026-04-10 22:34:52,926 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "Top customers by spending?", "user": "comprehensive_test"}
2026-04-10 22:34:59,059 | INFO | DEMO_USAGE | {"agent_id": "agent-002", "usage_count": 1, "max": 10}
2026-04-10 22:34:59,060 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many rock tracks?", "user": "comprehensive_test"}
2026-04-10 22:35:01,078 | INFO | DEMO_USAGE | {"agent_id": "agent-002", "usage_count": 2, "max": 10}
2026-04-10 22:35:01,081 | INFO | QUERY_TOTAL | {"total": 3503}
2026-04-10 22:35:01,082 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many total tracks?", "user": "comprehensive_test"}
2026-04-10 22:35:03,135 | INFO | DEMO_USAGE | {"agent_id": "agent-002", "usage_count": 3, "max": 10}
2026-04-10 22:35:03,137 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "What genres are available?", "user": "comprehensive_test"}
2026-04-10 22:35:09,270 | INFO | DEMO_USAGE | {"agent_id": "agent-003", "usage_count": 1, "max": 10}
2026-04-10 22:35:09,271 | INFO | AGENT_QUESTION | {"agent_id": "agent-003", "agent_name": "Report Generator", "question": "Music catalog report", "user": "comprehensive_test"}
2026-04-10 22:35:11,295 | INFO | DEMO_USAGE | {"agent_id": "agent-003", "usage_count": 2, "max": 10}
2026-04-10 22:35:11,296 | INFO | AGENT_QUESTION | {"agent_id": "agent-003", "agent_name": "Report Generator", "question": "Sales revenue report", "user": "comprehensive_test"}
2026-04-10 22:35:13,336 | INFO | DEMO_USAGE | {"agent_id": "agent-003", "usage_count": 3, "max": 10}
2026-04-10 22:35:13,340 | INFO | AGENT_QUESTION | {"agent_id": "agent-003", "agent_name": "Report Generator", "question": "Employee staff report", "user": "comprehensive_test"}
2026-04-10 22:35:17,412 | INFO | AGENT_PURCHASED | {"agent_id": "agent-002", "user": "comprehensive_test"}
2026-04-10 22:35:19,440 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many jazz tracks?", "user": "comprehensive_test"}
2026-04-10 22:36:24,977 | INFO | Starting Agent Marketplace API...
2026-04-10 22:36:55,986 | INFO | USER_REGISTERED | {"username": "staff_test_fixed"}
2026-04-10 22:36:58,011 | INFO | DEMO_USAGE | {"agent_id": "agent-003", "usage_count": 1, "max": 10}
2026-04-10 22:36:58,018 | INFO | AGENT_QUESTION | {"agent_id": "agent-003", "agent_name": "Report Generator", "question": "Employee staff report", "user": "staff_test_fixed"}
2026-04-10 22:38:09,444 | INFO | AUTH_SUCCESS | {"username": "admin"}
2026-04-10 22:38:09,457 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:38:09,460 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-10 22:38:09,464 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 6}
2026-04-10 22:38:14,526 | INFO | AGENT_QUESTION | {"agent_id": "agent-003", "agent_name": "Report Generator", "question": "Sales revenue report", "user": "admin"}
2026-04-10 22:38:14,533 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:38:39,796 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "Top customers by spending?", "user": "admin"}
2026-04-10 22:38:39,799 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:39:08,316 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "how many jazz tracks ?", "user": "admin"}
2026-04-10 22:39:08,323 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:39:15,962 | INFO | AGENT_PURCHASED | {"agent_id": "agent-002", "user": "admin"}
2026-04-10 22:39:15,967 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:39:59,707 | INFO | AUTH_SUCCESS | {"username": "user1"}
2026-04-10 22:39:59,713 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-10 22:39:59,716 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 17}
2026-04-10 22:39:59,721 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:40:03,733 | INFO | AUTH_SUCCESS | {"username": "admin"}
2026-04-10 22:40:03,739 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:40:03,740 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-10 22:40:03,743 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 22}
2026-04-10 22:42:39,046 | INFO | Starting Agent Marketplace API...
2026-04-10 22:43:26,333 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-10 22:43:26,335 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:43:26,337 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 2}
2026-04-10 22:43:26,339 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-10 22:43:26,341 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:43:26,346 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 5}
2026-04-10 22:43:30,507 | INFO | AGENT_PURCHASED | {"agent_id": "agent-002", "user": "admin"}
2026-04-10 22:43:30,515 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:44:22,380 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many rock tracks ?", "user": "admin"}
2026-04-10 22:44:32,722 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many rock tracks ?", "user": "admin"}
2026-04-10 22:44:40,377 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "Top artists by tracks?", "user": "admin"}
2026-04-10 22:44:46,233 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "What genres are available?", "user": "admin"}
2026-04-10 22:45:50,376 | INFO | AGENT_PURCHASED | {"agent_id": "agent-001", "user": "admin"}
2026-04-10 22:45:50,379 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:46:18,295 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "What genres are available?", "user": "admin"}
2026-04-10 22:46:43,021 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "what are the top genres ?", "user": "admin"}
2026-04-10 22:46:44,611 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "what are the top genres ?", "user": "admin"}
2026-04-10 22:46:45,262 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "what are the top genres ?", "user": "admin"}
2026-04-10 22:46:45,461 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "what are the top genres ?", "user": "admin"}
2026-04-10 22:46:51,418 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "top genres", "user": "admin"}
2026-04-10 22:46:56,032 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "How many rock tracks?", "user": "admin"}
2026-04-10 22:46:56,730 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "How many rock tracks?", "user": "admin"}
2026-04-10 22:46:57,660 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "How many rock tracks?", "user": "admin"}
2026-04-10 22:46:57,854 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "How many rock tracks?", "user": "admin"}
2026-04-10 22:46:58,000 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "How many rock tracks?", "user": "admin"}
2026-04-10 22:49:14,671 | INFO | Starting Agent Marketplace API...
2026-04-10 22:53:42,318 | INFO | Starting Agent Marketplace API...
2026-04-10 22:54:21,383 | INFO | USER_REGISTERED | {"username": "genre_test_fixed"}
2026-04-10 22:54:23,414 | INFO | DEMO_USAGE | {"agent_id": "agent-002", "usage_count": 1, "max": 10}
2026-04-10 22:54:23,416 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "What genres are available?", "user": "genre_test_fixed"}
2026-04-10 22:54:25,469 | INFO | DEMO_USAGE | {"agent_id": "agent-002", "usage_count": 2, "max": 10}
2026-04-10 22:54:25,474 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many rock tracks?", "user": "genre_test_fixed"}
2026-04-10 22:54:27,499 | INFO | DEMO_USAGE | {"agent_id": "agent-002", "usage_count": 3, "max": 10}
2026-04-10 22:54:27,500 | INFO | QUERY_TOTAL | {"total": 3503}
2026-04-10 22:54:27,500 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many total tracks?", "user": "genre_test_fixed"}
2026-04-10 22:55:24,069 | INFO | AUTH_SUCCESS | {"username": "admin"}
2026-04-10 22:55:24,073 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:55:24,075 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-10 22:55:24,077 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 11}
2026-04-10 22:55:35,131 | INFO | QUERY_TOTAL | {"total": 3503}
2026-04-10 22:55:35,132 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "how many tracks are there ?", "user": "admin"}
2026-04-10 22:55:35,135 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:55:37,932 | INFO | AGENT_PURCHASED | {"agent_id": "agent-002", "user": "admin"}
2026-04-10 22:55:37,939 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:56:04,169 | INFO | AGENT_NOT_FOUND | {"agent_id": "${AGENT_ID}"}
2026-04-10 22:56:08,359 | INFO | AGENT_NOT_FOUND | {"agent_id": "${AGENT_ID}"}
2026-04-10 22:56:09,147 | INFO | AGENT_NOT_FOUND | {"agent_id": "${AGENT_ID}"}
2026-04-10 22:56:10,780 | INFO | AGENT_NOT_FOUND | {"agent_id": "${AGENT_ID}"}
2026-04-10 22:56:15,169 | INFO | AGENT_NOT_FOUND | {"agent_id": "${AGENT_ID}"}
2026-04-10 22:56:15,348 | INFO | AGENT_NOT_FOUND | {"agent_id": "${AGENT_ID}"}
2026-04-10 22:56:15,537 | INFO | AGENT_NOT_FOUND | {"agent_id": "${AGENT_ID}"}
2026-04-10 22:56:15,727 | INFO | AGENT_NOT_FOUND | {"agent_id": "${AGENT_ID}"}
2026-04-10 22:58:53,827 | INFO | USER_REGISTERED | {"username": "e2e_test"}
2026-04-10 22:58:55,845 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 22:58:57,905 | INFO | AGENT_DETAILS_FETCHED | {"agent_id": "agent-001"}
2026-04-10 22:58:59,945 | INFO | DEMO_USAGE | {"agent_id": "agent-001", "usage_count": 1, "max": 10}
2026-04-10 22:58:59,947 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "Hello", "user": "e2e_test"}
2026-04-10 22:59:01,982 | INFO | AGENT_DETAILS_FETCHED | {"agent_id": "agent-002"}
2026-04-10 22:59:04,034 | INFO | DEMO_USAGE | {"agent_id": "agent-002", "usage_count": 1, "max": 10}
2026-04-10 22:59:04,034 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "Hello", "user": "e2e_test"}
2026-04-10 23:00:02,555 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-10 23:00:02,556 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 23:00:02,557 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 35}
2026-04-10 23:00:02,560 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-10 23:00:02,561 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 23:00:02,562 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 38}
2026-04-10 23:00:14,937 | INFO | AGENT_NOT_FOUND | {"agent_id": "${AGENT_ID}"}
2026-04-10 23:00:22,661 | INFO | AUTH_SUCCESS | {"username": "admin"}
2026-04-10 23:00:22,669 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 23:00:22,670 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-10 23:00:22,671 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 43}
2026-04-10 23:00:35,133 | INFO | AGENT_PURCHASED | {"agent_id": "agent-001", "user": "admin"}
2026-04-10 23:00:35,137 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 23:01:00,028 | INFO | AGENT_NOT_FOUND | {"agent_id": "${AGENT_ID}"}
2026-04-10 23:01:02,644 | INFO | AGENT_NOT_FOUND | {"agent_id": "${AGENT_ID}"}
2026-04-10 23:01:02,813 | INFO | AGENT_NOT_FOUND | {"agent_id": "${AGENT_ID}"}
2026-04-10 23:03:37,074 | INFO | Starting Agent Marketplace API...
2026-04-10 23:04:29,227 | INFO | USER_REGISTERED | {"username": "fix_test"}
2026-04-10 23:04:31,269 | INFO | DEMO_USAGE | {"agent_id": "agent-002", "usage_count": 1, "max": 10}
2026-04-10 23:04:31,272 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many rock tracks?", "user": "fix_test"}
2026-04-10 23:05:17,920 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-10 23:05:17,923 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 23:05:17,925 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 5}
2026-04-10 23:05:17,927 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-10 23:05:17,928 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 23:05:17,929 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 8}
2026-04-10 23:05:21,499 | INFO | AGENT_PURCHASED | {"agent_id": "agent-002", "user": "admin"}
2026-04-10 23:05:21,508 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 23:05:38,706 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many rock tracks?", "user": "admin"}
2026-04-10 23:05:45,437 | INFO | QUERY_TOTAL | {"total": 3503}
2026-04-10 23:05:45,437 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many total tracks?", "user": "admin"}
2026-04-10 23:05:48,619 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "What genres are available?", "user": "admin"}
2026-04-10 23:05:54,651 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "Top artists by tracks?", "user": "admin"}
2026-04-10 23:06:17,634 | INFO | AGENT_PURCHASED | {"agent_id": "agent-001", "user": "admin"}
2026-04-10 23:06:17,641 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-10 23:06:58,991 | INFO | AGENT_QUESTION | {"agent_id": "agent-001", "agent_name": "Data Analyzer", "question": "Top artists by tracks?", "user": "admin"}
2026-04-11 07:48:21,625 | INFO | Starting Agent Marketplace API...
2026-04-11 07:51:08,789 | INFO | Starting Agent Marketplace API...
2026-04-11 07:51:51,513 | INFO | AUTH_SUCCESS | {"username": "admin"}
2026-04-11 07:51:51,532 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-11 07:51:51,539 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-11 07:51:51,546 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 3}
2026-04-11 07:52:22,003 | INFO | QUERY_TOTAL | {"total": 3503}
2026-04-11 07:52:22,003 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "how many tracks are there", "user": "admin"}
2026-04-11 07:52:22,014 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-11 07:52:24,934 | INFO | AGENT_PURCHASED | {"agent_id": "agent-002", "user": "admin"}
2026-04-11 07:52:24,951 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-11 07:52:59,040 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many rock tracks?", "user": "admin"}
2026-04-11 07:57:10,667 | INFO | Starting Agent Marketplace API...
2026-04-11 07:57:15,658 | INFO | AUTH_SUCCESS | {"username": "admin"}
2026-04-11 07:57:15,681 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-11 07:57:15,686 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-11 07:57:15,694 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 3}
2026-04-11 07:57:19,668 | INFO | AGENT_PURCHASED | {"agent_id": "agent-002", "user": "admin"}
2026-04-11 07:57:19,678 | INFO | AGENTS_FETCHED | {"count": 3}
2026-04-11 07:57:41,278 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many rock tracks?", "user": "admin"}
2026-04-11 07:57:48,475 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "What genres are available?", "user": "admin"}
2026-04-11 07:57:55,839 | INFO | ACCESS_DETAILS_FETCHED | {"agent_id": "agent-002"}
2026-04-11 07:58:01,063 | INFO | ACCESS_DETAILS_FETCHED | {"agent_id": "agent-002"}
2026-04-11 09:15:12,985 | INFO | Starting Agent Marketplace API...
2026-04-11 09:15:55,010 | INFO | AUTH_SUCCESS | {"username": "admin"}
2026-04-11 09:15:55,035 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:15:55,047 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-11 09:15:55,054 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 3}
2026-04-11 09:16:08,310 | INFO | AGENT_PURCHASED | {"agent_id": "agent-004", "user": "admin"}
2026-04-11 09:16:08,319 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:16:26,393 | INFO | ACCESS_DETAILS_FETCHED | {"agent_id": "agent-004"}
2026-04-11 09:18:32,806 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:18:32,810 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-11 09:18:32,816 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 9}
2026-04-11 09:18:32,819 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:18:32,823 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-11 09:18:32,829 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 12}
2026-04-11 09:18:37,625 | INFO | ACCESS_DETAILS_FETCHED | {"agent_id": "agent-004"}
2026-04-11 09:18:56,773 | INFO | AUTH_SUCCESS | {"username": "admin"}
2026-04-11 09:18:56,784 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:18:56,787 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-11 09:18:56,795 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 17}
2026-04-11 09:18:59,245 | INFO | ACCESS_DETAILS_FETCHED | {"agent_id": "agent-004"}
2026-04-11 09:19:52,222 | INFO | Starting Agent Marketplace API...
2026-04-11 09:20:49,266 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:20:49,270 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-11 09:20:49,276 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 2}
2026-04-11 09:20:49,281 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:20:49,286 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-11 09:20:49,302 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 5}
2026-04-11 09:20:54,610 | INFO | AGENT_PURCHASED | {"agent_id": "agent-004", "user": "admin"}
2026-04-11 09:20:54,617 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:21:10,887 | INFO | AGENT_PURCHASED | {"agent_id": "agent-003", "user": "admin"}
2026-04-11 09:21:10,897 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:21:51,744 | INFO | AGENT_QUESTION | {"agent_id": "agent-003", "agent_name": "Report Generator", "question": "Music catalog report", "user": "admin"}
2026-04-11 09:21:57,277 | INFO | AGENT_QUESTION | {"agent_id": "agent-003", "agent_name": "Report Generator", "question": "Catalog composition analysis", "user": "admin"}
2026-04-11 09:22:02,013 | INFO | AGENT_QUESTION | {"agent_id": "agent-003", "agent_name": "Report Generator", "question": "Employee staff report", "user": "admin"}
2026-04-11 09:22:09,943 | INFO | AGENT_QUESTION | {"agent_id": "agent-003", "agent_name": "Report Generator", "question": "Sales revenue report", "user": "admin"}
2026-04-11 09:22:17,102 | INFO | AGENT_QUESTION | {"agent_id": "agent-003", "agent_name": "Report Generator", "question": "Invoice summary", "user": "admin"}
2026-04-11 09:22:17,917 | INFO | AGENT_QUESTION | {"agent_id": "agent-003", "agent_name": "Report Generator", "question": "Invoice summary", "user": "admin"}
2026-04-11 09:22:26,585 | INFO | AGENT_QUESTION | {"agent_id": "agent-003", "agent_name": "Report Generator", "question": "Revenue analysis", "user": "admin"}
2026-04-11 09:27:54,349 | INFO | AGENT_PURCHASED | {"agent_id": "agent-002", "user": "admin"}
2026-04-11 09:27:54,359 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:30:47,101 | INFO | Starting Agent Marketplace API...
2026-04-11 09:31:09,047 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:31:09,056 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:31:09,061 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-11 09:31:09,066 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 3}
2026-04-11 09:31:09,075 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-11 09:31:09,086 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 5}
2026-04-11 09:32:40,927 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:32:40,931 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-11 09:32:40,943 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 8}
2026-04-11 09:32:40,947 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:32:40,952 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-11 09:32:40,962 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 11}
2026-04-11 09:32:49,489 | INFO | AGENT_PURCHASED | {"agent_id": "agent-004", "user": "admin"}
2026-04-11 09:32:49,504 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:33:05,578 | INFO | AGENT_PURCHASED | {"agent_id": "agent-002", "user": "admin"}
2026-04-11 09:33:05,588 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:33:26,185 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many rock tracks?", "user": "admin"}
2026-04-11 09:33:29,437 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "How many metal tracks?", "user": "admin"}
2026-04-11 09:33:32,366 | INFO | AGENT_QUESTION | {"agent_id": "agent-002", "agent_name": "Query Executive", "question": "What genres are available?", "user": "admin"}
2026-04-11 09:39:41,605 | INFO | Starting Agent Marketplace API...
2026-04-11 09:40:17,133 | INFO | AUTH_SUCCESS | {"username": "admin"}
2026-04-11 09:40:17,147 | INFO | AGENTS_FETCHED | {"count": 5}
2026-04-11 09:40:17,149 | INFO | HISTORY_FETCHED | {"limit": 20}
2026-04-11 09:40:17,158 | INFO | LOGS_FETCHED | {"limit": 100, "event_type": null, "count": 3}
2026-04-11 09:40:22,184 | INFO | AGENT_PURCHASED | {"agent_id": "agent-004", "user": "admin"}
